date,actor1,actor2,goldstein_code,issue,sentence_number,no_idea,goldstein_score,event_description,modality,polarity,subjectivity,orignal_text,num
19111103,"""DOROTHEA""","""YOU""",090,,middlemarch_sent4324_0,NULL,-2.0,"investigate, not specified below",0.555555555556,0.154375,0.396736111111,"""I have wished very much to see you for a long while, Mr. Lydgate,"" said Dorothea when they were seated opposite each other; ""but I put off asking you to come until Mr. Bulstrode applied to me again about the Hospital.  I know that the advantage of keeping the management of it separate from that of the Infirmary depends on you, or, at least, on the good which you are encouraged to hope for from having it under your control.  And I am sure you will not refuse to tell me exactly what you think.""",248
19100517,"""SHE""","""ME""",010,,middlemarch_sent3789_0,NULL,0.0,"make statement, not specified below",0.75,0.0,0.0,"""I called at Mrs. Plymdale's this morning, and she told me that he had taken the house in St. Peter's Place, next to Mr. Hackbutt's.""",249
19100517,"""MRS. PLYMDALE""","""I""",041,,middlemarch_sent3789_0,NULL,1.0,discuss by telephone,0.75,0.0,0.0,"""I called at Mrs. Plymdale's this morning, and she told me that he had taken the house in St. Peter's Place, next to Mr. Hackbutt's.""",250
19100517,"""I""","""MRS. PLYMDALE""",041,,middlemarch_sent3789_0,NULL,1.0,discuss by telephone,0.75,0.0,0.0,"""I called at Mrs. Plymdale's this morning, and she told me that he had taken the house in St. Peter's Place, next to Mr. Hackbutt's.""",251
19100512,"""ROSAMOND""","""LYDGATE""",017,,middlemarch_sent3784_0,NULL,0.0,engage in symbolic act,0.233870967742,0.0726239669421,0.548484848485,"That evening Lydgate was a little comforted by observing that Rosamond was more lively than she had usually been of late, and even seemed interested in doing what would please him without being asked.  He thought, ""If she will be happy and I can rub through, what does it all signify?  It is only a narrow swamp that we have to pass in a long journey.  If I can get my mind clear again, I shall do.""",252
19100510,"""A HOUSE -- THE ONE IN ST. PETER PLACE""","""MR. NED PLYMDALE""",173,,middlemarch_sent3782_0,NULL,-5.0,"arrest, detain, or charge with legal action",0.125,-0.285,0.455,"""Yes, if you please.  I find that Mr. Ned Plymdale has taken a house--the one in St. Peter's Place next to Mr. Hackbutt's. Mr. Lydgate would be annoyed that his orders should be fulfilled uselessly.  And besides that, there are other circumstances which render the proposal unnecessary.""",253
19100209,"""I""","""A LIVING""",020,,middlemarch_sent3692_0,NULL,3.0,"appeal, not specified below",0.25,-0.166666666667,0.25,"""Oh, I shouldn't think Lydgate ever looked to practice for a living,"" said Mr. Toller, with a slight touch of sarcasm, and there the subject was dropped.",254
19100508,"""MR. TRUMBULL""","""THE SUBJECT.WILL""",010,,middlemarch_sent3780_0,NULL,0.0,"make statement, not specified below",0.5,-0.0833333333333,0.416666666667,"""I called to tell you not to go any further, Mr. Trumbull; and I beg of you not to mention what has been said on the subject.  Will you oblige me?""",255
19100508,"""YOU""","""I""",041,,middlemarch_sent3780_0,NULL,1.0,discuss by telephone,0.5,-0.0833333333333,0.416666666667,"""I called to tell you not to go any further, Mr. Trumbull; and I beg of you not to mention what has been said on the subject.  Will you oblige me?""",256
19100508,"""I""","""YOU""",041,,middlemarch_sent3780_0,NULL,1.0,discuss by telephone,0.5,-0.0833333333333,0.416666666667,"""I called to tell you not to go any further, Mr. Trumbull; and I beg of you not to mention what has been said on the subject.  Will you oblige me?""",257
19001017,"""MR. CASAUBON CARRIAGE""","""THE GATEWAY""",080,,middlemarch_sent290_0,NULL,5.0,"yield, not specified below",0.4,-0.162040816327,0.559591836735," As Mr. Casaubon's carriage was passing out of the gateway, it arrested the entrance of a pony phaeton driven by a lady with a servant seated behind.  It was doubtful whether the recognition had been mutual, for Mr. Casaubon was looking absently before him; but the lady was quick-eyed, and threw a nod and a ""How do you do?"" in the nick of time. In spite of her shabby bonnet and very old Indian shawl, it was plain that the lodge-keeper regarded her as an important personage, from the low curtsy which was dropped on the entrance of the small phaeton.",258
19001017,"""A LADY""","""IT""",173,,middlemarch_sent290_0,NULL,-5.0,"arrest, detain, or charge with legal action",0.4,-0.162040816327,0.559591836735," As Mr. Casaubon's carriage was passing out of the gateway, it arrested the entrance of a pony phaeton driven by a lady with a servant seated behind.  It was doubtful whether the recognition had been mutual, for Mr. Casaubon was looking absently before him; but the lady was quick-eyed, and threw a nod and a ""How do you do?"" in the nick of time. In spite of her shabby bonnet and very old Indian shawl, it was plain that the lodge-keeper regarded her as an important personage, from the low curtsy which was dropped on the entrance of the small phaeton.",259
19001026,"""A LITTLE""","""THE LIBRARY""",010,,middlemarch_sent299_0,NULL,0.0,"make statement, not specified below",1.0,-0.09375,0.55,"Mr. Brooke, seeing Mrs. Cadwallader's merits from a different point of view, winced a little when her name was announced in the library, where he was sitting alone.",260
19100831,"""THAT WAY""","""THE STARLIGHT.MUCH OF FRED RUMINATION""",042,,middlemarch_sent3895_0,NULL,1.9,make a visit,-0.0681818181818,0.413492063492,0.428571428571,"In that way they parted.  But both of them walked about a long while before they went out of the starlight.  Much of Fred's rumination might be summed up in the words, ""It certainly would have been a fine thing for her to marry Farebrother--but if she loves me best and I am a good husband?""",261
19100831,"""THE STARLIGHT.MUCH OF FRED RUMINATION""","""THAT WAY""",043,,middlemarch_sent3895_0,NULL,2.8,host a visit,-0.0681818181818,0.413492063492,0.428571428571,"In that way they parted.  But both of them walked about a long while before they went out of the starlight.  Much of Fred's rumination might be summed up in the words, ""It certainly would have been a fine thing for her to marry Farebrother--but if she loves me best and I am a good husband?""",262
19120521,"""LYDGATE""","""NOTHING OF ROSAMOND""",010,,middlemarch_sent4524_0,NULL,0.0,"make statement, not specified below",0.0833333333333,-0.125,0.375,"As Lydgate took her to the door she said nothing of Rosamond, but told him of Mr. Farebrother and the other friends who had listened with belief to his story.",263
19120521,"""LYDGATE""","""HER""",173,,middlemarch_sent4524_0,NULL,-5.0,"arrest, detain, or charge with legal action",0.0833333333333,-0.125,0.375,"As Lydgate took her to the door she said nothing of Rosamond, but told him of Mr. Farebrother and the other friends who had listened with belief to his story.",264
19110825,"""SHE""","""MRS. THESIGER""",041,,middlemarch_sent4254_0,NULL,1.0,discuss by telephone,0.194444444444,0.0770833333333,0.402083333333,"She called on Mrs. Thesiger, who was not at home, and then drove to Mrs. Hackbutt's on the other side of the churchyard.  Mrs. Hackbutt saw her coming from an up-stairs window, and remembering her former alarm lest she should meet Mrs. Bulstrode, felt almost bound in consistency to send word that she was not at home; but against that, there was a sudden strong desire within her for the excitement of an interview in which she was quite determined not to make the slightest allusion to what was in her mind.",265
19110825,"""HACKBUTT""","""AN UP-STAIRS WINDOW""",040,,middlemarch_sent4254_1,NULL,1.0,"consult, not specified below",0.194444444444,0.0770833333333,0.402083333333,"She called on Mrs. Thesiger, who was not at home, and then drove to Mrs. Hackbutt's on the other side of the churchyard.  Mrs. Hackbutt saw her coming from an up-stairs window, and remembering her former alarm lest she should meet Mrs. Bulstrode, felt almost bound in consistency to send word that she was not at home; but against that, there was a sudden strong desire within her for the excitement of an interview in which she was quite determined not to make the slightest allusion to what was in her mind.",266
19110825,"""MRS. THESIGER""","""SHE""",041,,middlemarch_sent4254_0,NULL,1.0,discuss by telephone,0.194444444444,0.0770833333333,0.402083333333,"She called on Mrs. Thesiger, who was not at home, and then drove to Mrs. Hackbutt's on the other side of the churchyard.  Mrs. Hackbutt saw her coming from an up-stairs window, and remembering her former alarm lest she should meet Mrs. Bulstrode, felt almost bound in consistency to send word that she was not at home; but against that, there was a sudden strong desire within her for the excitement of an interview in which she was quite determined not to make the slightest allusion to what was in her mind.",267
19110826,"""THESE BEING PRECAUTIONS""","""FREEDOM OF SPEECH.SHE""",051,,middlemarch_sent4255_0,NULL,3.4,praise or endorse,0.625,0.125,0.375,"Hence Mrs. Bulstrode was shown into the drawing-room, and Mrs. Hackbutt went to her, with more tightness of lip and rubbing of her hands than was usually observable in her, these being precautions adopted against freedom of speech.  She was resolved not to ask how Mr. Bulstrode was.",268
19110826,"""THESE BEING PRECAUTIONS""","""MR. BULSTRODE""",080,,middlemarch_sent4255_0,NULL,5.0,"yield, not specified below",0.625,0.125,0.375,"Hence Mrs. Bulstrode was shown into the drawing-room, and Mrs. Hackbutt went to her, with more tightness of lip and rubbing of her hands than was usually observable in her, these being precautions adopted against freedom of speech.  She was resolved not to ask how Mr. Bulstrode was.",269
19041225,"""HE""","""HIS PLATE""",100,,middlemarch_sent1820_0,NULL,-5.0,"demand, not specified below",0.75,-0.118055555556,0.244444444444,"He pushed aside his plate, poured out his glass of ale and drew his chair a little forward, profiting by the occasion to look at the inner side of his legs, which he stroked approvingly--Mr. Trumbull having all those less frivolous airs and gestures which distinguish the predominant races of the north.",270
19041231,"""MY BROTHER""","""HER WAGE""",061,,middlemarch_sent1826_0,NULL,6.4,cooperate economically,0.583333333333,0.19,0.666666666667,"""His first wife was a poor match for him, though,"" said Mrs. Waule. ""She brought him nothing: and this young woman is only her niece,--and very proud.  And my brother has always paid her wage.""",271
19050102,"""A FINE BOW""","""MR. TRUMBULL""",043,,middlemarch_sent1828_0,NULL,2.8,host a visit,0.178571428571,0.208333333333,0.25,"When Mr. Trumbull had departed with a fine bow, Solomon, leaning forward, observed to his sister, ""You may depend, Jane, my brother has left that girl a lumping sum.""",272
19050102,"""MR. TRUMBULL""","""A FINE BOW""",042,,middlemarch_sent1828_0,NULL,1.9,make a visit,0.178571428571,0.208333333333,0.25,"When Mr. Trumbull had departed with a fine bow, Solomon, leaning forward, observed to his sister, ""You may depend, Jane, my brother has left that girl a lumping sum.""",273
19040930,"""I""","""MY""",190,,middlemarch_sent1734_0,NULL,-10.0,"use conventional military force, not specified below",0.157894736842,-0.0972222222222,0.647222222222,"""I can hardly believe it--that you should be engaged without my knowing it--without your father's telling me.""  Here Mrs. Bulstrode's eyes finally rested on Rosamond's, who blushed deeply, and said--",274
19070918,"""BROOKE""","""THE FORCES OF HIS MIND""",030,,middlemarch_sent2817_1,NULL,4.0,"express intent to cooperate, not specified below",-0.0803571428571,0.3875,0.775,"""You can't do better than get her to Freshitt as soon as possible, Chettam.  I approve that plan altogether,"" said Mr. Brooke, well pleased that he had won the argument.  It would have been highly inconvenient to him to part with Ladislaw at that time, when a dissolution might happen any day, and electors were to be convinced of the course by which the interests of the country would be best served. Mr. Brooke sincerely believed that this end could be secured by his own return to Parliament: he offered the forces of his mind honestly to the nation.",275
19110924,"""I""","""YOU""",016,,middlemarch_sent4284_0,NULL,-2.0,deny responsibility,0.522727272727,0.0,0.0,"""Why on earth have you been sending out invitations without telling me, Rosamond?  I beg, I insist that you will not invite any one to this house.  I suppose you have been inviting others, and they have refused too.""  She said nothing.",276
19090828,"""IT""","""A DIRECT ANSWER OF THE QUESTION""",160,,middlemarch_sent3527_0,NULL,-4.0,"reduce relations, not specified below",-0.0227272727273,0.220833333333,0.355555555556,"It was in Will's nature that the first spark it threw out was a direct answer of the question and a challenge of the consequences.  To have said, ""What is that to you?"" in the first instance, would have seemed like shuffling--as if he minded who knew anything about his origin!",277
19090828,"""IT""","""A CHALLENGE OF THE CONSEQUENCES.TO""",010,,middlemarch_sent3527_0,NULL,0.0,"make statement, not specified below",-0.0227272727273,0.220833333333,0.355555555556,"It was in Will's nature that the first spark it threw out was a direct answer of the question and a challenge of the consequences.  To have said, ""What is that to you?"" in the first instance, would have seemed like shuffling--as if he minded who knew anything about his origin!",278
19030206,"""I""","""ANY PERSONALITIES.I""",010,,middlemarch_sent1132_0,NULL,0.0,"make statement, not specified below",0.267857142857,0.0,0.0,"""I disclaim any personalities.  I expressly said, if I may be allowed to repeat, or even to conclude what I was about to say--""",279
19011101,"""MARY GARTH""","""HIM""",060,,middlemarch_sent670_0,NULL,6.0,"engage in material cooperation, not specified below",-0.25,0.0180555555556,0.529166666667,"Mrs. Waule had to defer her answer till he was quiet again, till Mary Garth had supplied him with fresh syrup, and he had begun to rub the gold knob of his stick, looking bitterly at the fire.  It was a bright fire, but it made no difference to the chill-looking purplish tint of Mrs. Waule's face, which was as neutral as her voice; having mere chinks for eyes, and lips that hardly moved in speaking.",280
19071123,"""YOU""","""MY BUTLER""",110,,middlemarch_sent2883_0,NULL,-2.0,"disapprove, not specified below",0.411764705882,-0.45,0.533333333333,"""No, no, no--that's narrow, you know.  Until my butler complains to me of your goods, Mr. Mawmsey,"" said Mr. Brooke, soothingly, ""until I hear that you send bad sugars, spices--that sort of thing--I shall never order him to go elsewhere.""",281
19071123,"""MY BUTLER""","""YOU""",110,,middlemarch_sent2883_0,NULL,-2.0,"disapprove, not specified below",0.411764705882,-0.45,0.533333333333,"""No, no, no--that's narrow, you know.  Until my butler complains to me of your goods, Mr. Mawmsey,"" said Mr. Brooke, soothingly, ""until I hear that you send bad sugars, spices--that sort of thing--I shall never order him to go elsewhere.""",282
19021003,"""THE CHANCE""","""QUESTIONS OF MEDICAL JURISPRUDENCE""",043,,middlemarch_sent1006_0,NULL,2.8,host a visit,0.416666666667,0.0416666666667,0.166666666667,"""Who is often almost as ignorant as the coroner himself,"" said Lydgate. ""Questions of medical jurisprudence ought not to be left to the chance of decent knowledge in a medical witness, and the coroner ought not to be a man who will believe that strychnine will destroy the coats of the stomach if an ignorant practitioner happens to tell him so.""",283
19021003,"""QUESTIONS OF MEDICAL JURISPRUDENCE""","""THE CHANCE""",042,,middlemarch_sent1006_0,NULL,1.9,make a visit,0.416666666667,0.0416666666667,0.166666666667,"""Who is often almost as ignorant as the coroner himself,"" said Lydgate. ""Questions of medical jurisprudence ought not to be left to the chance of decent knowledge in a medical witness, and the coroner ought not to be a man who will believe that strychnine will destroy the coats of the stomach if an ignorant practitioner happens to tell him so.""",284
19021004,"""ME""","""YOU""",030,,middlemarch_sent1007_0,NULL,4.0,"express intent to cooperate, not specified below",0.65,0.35,0.45,"Lydgate had really lost sight of the fact that Mr. Chichely was his Majesty's coroner, and ended innocently with the question, ""Don't you agree with me, Dr. Sprague?""",285
19021004,"""YOU""","""ME""",030,,middlemarch_sent1007_0,NULL,4.0,"express intent to cooperate, not specified below",0.65,0.35,0.45,"Lydgate had really lost sight of the fact that Mr. Chichely was his Majesty's coroner, and ended innocently with the question, ""Don't you agree with me, Dr. Sprague?""",286
19071127,"""THE POLL""","""HE""",043,,middlemarch_sent2887_0,NULL,2.8,host a visit,0.5,0.35,0.35,"After this conversation Mr. Mawmsey went up and boasted to his wife that he had been rather too many for Brooke of Tipton, and that he didn't mind so much now about going to the poll.",287
19071127,"""HE""","""THE POLL""",042,,middlemarch_sent2887_0,NULL,1.9,make a visit,0.5,0.35,0.35,"After this conversation Mr. Mawmsey went up and boasted to his wife that he had been rather too many for Brooke of Tipton, and that he didn't mind so much now about going to the poll.",288
19071127,"""MR. MAWMSEY""","""THIS CONVERSATION""",043,,middlemarch_sent2887_0,NULL,2.8,host a visit,0.5,0.35,0.35,"After this conversation Mr. Mawmsey went up and boasted to his wife that he had been rather too many for Brooke of Tipton, and that he didn't mind so much now about going to the poll.",289
19071127,"""THIS CONVERSATION""","""MR. MAWMSEY""",042,,middlemarch_sent2887_0,NULL,1.9,make a visit,0.5,0.35,0.35,"After this conversation Mr. Mawmsey went up and boasted to his wife that he had been rather too many for Brooke of Tipton, and that he didn't mind so much now about going to the poll.",290
19011203,"""IT""","""I""",110,,middlemarch_sent702_0,NULL,-2.0,"disapprove, not specified below",0.625,0.14,0.615,"""I have contradicted it, sir,"" Fred answered, with a touch of impatience, not remembering that his uncle did not verbally discriminate contradicting from disproving, though no one was further from confounding the two ideas than old Featherstone, who often wondered that so many fools took his own assertions for proofs.  ""But I contradict it again.  The story is a silly lie.""",291
19011203,"""I""","""IT""",110,,middlemarch_sent702_0,NULL,-2.0,"disapprove, not specified below",0.625,0.14,0.615,"""I have contradicted it, sir,"" Fred answered, with a touch of impatience, not remembering that his uncle did not verbally discriminate contradicting from disproving, though no one was further from confounding the two ideas than old Featherstone, who often wondered that so many fools took his own assertions for proofs.  ""But I contradict it again.  The story is a silly lie.""",292
19011201,"""SIR.I""","""ANY MONEY ON SUCH AN INSECURITY.PLEASE""",010,,middlemarch_sent700_0,NULL,0.0,"make statement, not specified below",0.3,-0.0535714285714,0.535714285714,"""I don't know what you refer to, sir.  I have certainly never borrowed any money on such an insecurity.  Please do explain.""",293
19011210,"""YOU""","""YOUR DEBTS""",030,,middlemarch_sent709_0,NULL,4.0,"express intent to cooperate, not specified below",0.305555555556,0.0,0.75,"""If there is such a man, depend upon it Bulstrode knows him.  But, supposing you only tried to get the money lent, and didn't get it--Bulstrode 'ud know that too.  You bring me a writing from Bulstrode to say he doesn't believe you've ever promised to pay your debts out o' my land.  Come now!""",294
19081005,"""ONE""","""A LITTLE CHAT""",043,,middlemarch_sent3200_2,NULL,2.8,host a visit,0.347222222222,0.23,0.545,"One morning, not long after that interview between Mr. Farebrother and Mary Garth, in which she confessed to him her feeling for Fred Vincy, it happened that her father had some business which took him to Yoddrell's farm in the direction of Frick: it was to measure and value an outlying piece of land belonging to Lowick Manor, which Caleb expected to dispose of advantageously for Dorothea (it must be confessed that his bias was towards getting the best possible terms from railroad companies). He put up his gig at Yoddrell's, and in walking with his assistant and measuring-chain to the scene of his work, he encountered the party of the company's agents, who were adjusting their spirit-level. After a little chat he left them, observing that by-and-by they would reach him again where he was going to measure.  It was one of those gray mornings after light rains, which become delicious about twelve o'clock, when the clouds part a little, and the scent of the earth is sweet along the lanes and by the hedgerows.",295
19081005,"""A LITTLE CHAT""","""ONE""",042,,middlemarch_sent3200_2,NULL,1.9,make a visit,0.347222222222,0.23,0.545,"One morning, not long after that interview between Mr. Farebrother and Mary Garth, in which she confessed to him her feeling for Fred Vincy, it happened that her father had some business which took him to Yoddrell's farm in the direction of Frick: it was to measure and value an outlying piece of land belonging to Lowick Manor, which Caleb expected to dispose of advantageously for Dorothea (it must be confessed that his bias was towards getting the best possible terms from railroad companies). He put up his gig at Yoddrell's, and in walking with his assistant and measuring-chain to the scene of his work, he encountered the party of the company's agents, who were adjusting their spirit-level. After a little chat he left them, observing that by-and-by they would reach him again where he was going to measure.  It was one of those gray mornings after light rains, which become delicious about twelve o'clock, when the clouds part a little, and the scent of the earth is sweet along the lanes and by the hedgerows.",296
19030803,"""THE HINT""","""HE""",173,,middlemarch_sent1310_0,NULL,-5.0,"arrest, detain, or charge with legal action",0.161764705882,0.0375,0.620833333333,"The artist was diligent, and Will recovering himself moved about and occupied Mr. Casaubon as ingeniously as he could; but he did not in the end prevent the time from seeming long to that gentleman, as was clear from his expressing a fear that Mrs. Casaubon would be tired.  Naumann took the hint and said--",297
19030803,"""WILL""","""THE HINT""",011,,middlemarch_sent1310_0,NULL,-0.1,decline comment,0.161764705882,0.0375,0.620833333333,"The artist was diligent, and Will recovering himself moved about and occupied Mr. Casaubon as ingeniously as he could; but he did not in the end prevent the time from seeming long to that gentleman, as was clear from his expressing a fear that Mrs. Casaubon would be tired.  Naumann took the hint and said--",298
19030803,"""WILL""","""MR. CASAUBON""",192,,middlemarch_sent1310_0,NULL,-9.5,occupy territory,0.161764705882,0.0375,0.620833333333,"The artist was diligent, and Will recovering himself moved about and occupied Mr. Casaubon as ingeniously as he could; but he did not in the end prevent the time from seeming long to that gentleman, as was clear from his expressing a fear that Mrs. Casaubon would be tired.  Naumann took the hint and said--",299
19030810,"""NAUMANN""","""A""",010,,middlemarch_sent1317_0,NULL,0.0,"make statement, not specified below",0.35,0.558333333333,0.55,"Naumann gave a shrug and said, ""It is good they go away soon, my dear. They are spoiling your fine temper.""",300
19030810,"""NAUMANN""","""A""",060,,middlemarch_sent1317_0,NULL,6.0,"engage in material cooperation, not specified below",0.35,0.558333333333,0.55,"Naumann gave a shrug and said, ""It is good they go away soon, my dear. They are spoiling your fine temper.""",301
19030812,"""THE NEXT DAY.HENCE""","""HIMSELF""",050,,middlemarch_sent1319_0,NULL,3.5,"engage in diplomatic cooperation, not specified below",0.125,0.0,0.333333333333,"Will had not been invited to dine the next day.  Hence he persuaded himself that he was bound to call, and that the only eligible time was the middle of the day, when Mr. Casaubon would not be at home.",302
19091109,"""PARTICULARS IN THE EXPECTATION""","""BULSTRODE""",043,,middlemarch_sent3600_0,NULL,2.8,host a visit,0.321428571429,0.203388278388,0.497619047619,"""I will not deny that you conjecture rightly,"" he answered, with a faltering in his tone.  ""And I wish to make atonement to you as the one still remaining who has suffered a loss through me.  You enter, I trust, into my purpose, Mr. Ladislaw, which has a reference to higher than merely human claims, and as I have already said, is entirely independent of any legal compulsion.  I am ready to narrow my own resources and the prospects of my family by binding myself to allow you five hundred pounds yearly during my life, and to leave you a proportional capital at my death--nay, to do still more, if more should be definitely necessary to any laudable project on your part.""  Mr. Bulstrode had gone on to particulars in the expectation that these would work strongly on Ladislaw, and merge other feelings in grateful acceptance.",303
19091109,"""BULSTRODE""","""PARTICULARS IN THE EXPECTATION""",042,,middlemarch_sent3600_0,NULL,1.9,make a visit,0.321428571429,0.203388278388,0.497619047619,"""I will not deny that you conjecture rightly,"" he answered, with a faltering in his tone.  ""And I wish to make atonement to you as the one still remaining who has suffered a loss through me.  You enter, I trust, into my purpose, Mr. Ladislaw, which has a reference to higher than merely human claims, and as I have already said, is entirely independent of any legal compulsion.  I am ready to narrow my own resources and the prospects of my family by binding myself to allow you five hundred pounds yearly during my life, and to leave you a proportional capital at my death--nay, to do still more, if more should be definitely necessary to any laudable project on your part.""  Mr. Bulstrode had gone on to particulars in the expectation that these would work strongly on Ladislaw, and merge other feelings in grateful acceptance.",304
19120804,"""THE""","""THE BILL""",160,,middlemarch_sent4599_0,NULL,-4.0,"reduce relations, not specified below",0.75,0.2,0.2,"""Don't take the throwing out of the Bill so much to heart, Brooke; you've got all the riff-raff of the country on your side.""",305
19120804,"""YOU""","""ALL THE RIFF-RAFF""",046,,middlemarch_sent4599_0,NULL,7.0,engage in negotiation,0.75,0.2,0.2,"""Don't take the throwing out of the Bill so much to heart, Brooke; you've got all the riff-raff of the country on your side.""",306
19111215,"""I""","""A BRIBE YET.BUT""",173,"CORRUPTION,3",middlemarch_sent4366_0,NULL,-5.0,"arrest, detain, or charge with legal action",0.390625,0.295,0.465,"""I don't know,"" said Lydgate, with something like a groan in his voice. ""I have not taken a bribe yet.  But there is a pale shade of bribery which is sometimes called prosperity.  You will do me another great kindness, then, and come to see my wife?""",307
19120901,"""WE""","""AN ACT""",060,,middlemarch_sent4627_0,NULL,6.0,"engage in material cooperation, not specified below",0.442307692308,0.0547619047619,0.663095238095,"""My dear fellow, we are rather apt to consider an act wrong because it is unpleasant to us,"" said the Rector, quietly.  Like many men who take life easily, he had the knack of saying a home truth occasionally to those who felt themselves virtuously out of temper.  Sir James took out his handkerchief and began to bite the corner.",308
19070115,"""FOR.SO""","""PERSONAL NARRATIVE""",112,,middlemarch_sent2571_0,NULL,-2.0,"accuse, not specified below",0.65,0.371666666667,0.69,"Mrs. Mawmsey had had a great deal of sitting from Mr. Gambit, including very full accounts of his own habits of body and other affairs; but of course he knew there was no innuendo in her remark, since his spare time and personal narrative had never been charged for.  So he replied, humorously--",309
19090402,"""YOU""","""SUCH A CONCEITED ASS""",046,,middlemarch_sent3379_0,NULL,7.0,engage in negotiation,0.125,-0.2,0.45,"""My dear Rosy, you don't expect me to talk much to such a conceited ass as that, I hope,"" said Lydgate, brusquely.  ""If he got his head broken, I might look at it with interest, not before.""",310
19090402,"""SUCH A CONCEITED ASS""","""YOU""",046,,middlemarch_sent3379_0,NULL,7.0,engage in negotiation,0.125,-0.2,0.45,"""My dear Rosy, you don't expect me to talk much to such a conceited ass as that, I hope,"" said Lydgate, brusquely.  ""If he got his head broken, I might look at it with interest, not before.""",311
19051211,"""IT""","""ME""",020,,middlemarch_sent2171_0,NULL,3.0,"appeal, not specified below",0.5625,-0.0047619047619,0.545238095238,"""But if one has too much in consequence of others being wronged, it seems to me that the divine voice which tells us to set that wrong right must be obeyed.""",312
19051216,"""DOROTHEA""","""A FEW MOMENTS FOR SOME ANSWER THAT WOULD HELP HER ONWARD.NONE""",040,,middlemarch_sent2176_0,NULL,1.0,"consult, not specified below",-0.178571428571,0.125,0.397222222222,"Dorothea waited a few moments for some answer that would help her onward.  None came, and her next words seemed the more forcible to her, falling clear upon the dark silence.",313
19051216,"""HER NEXT WORDS""","""THE MORE FORCIBLE""",020,,middlemarch_sent2176_0,NULL,3.0,"appeal, not specified below",-0.178571428571,0.125,0.397222222222,"Dorothea waited a few moments for some answer that would help her onward.  None came, and her next words seemed the more forcible to her, falling clear upon the dark silence.",314
19051215,"""POVERTY""","""SHE""",043,"POVERTY,1",middlemarch_sent2175_0,NULL,2.8,host a visit,0.65,-0.0375,0.4625,"""I have been led to think about your aunt Julia, and how she was left in poverty only because she married a poor man, an act which was not disgraceful, since he was not unworthy.  It was on that ground, I know, that you educated Mr. Ladislaw and provided for his mother.""",315
19051215,"""I""","""YOUR AUNT""",042,"POVERTY,1",middlemarch_sent2175_0,NULL,1.9,make a visit,0.65,-0.0375,0.4625,"""I have been led to think about your aunt Julia, and how she was left in poverty only because she married a poor man, an act which was not disgraceful, since he was not unworthy.  It was on that ground, I know, that you educated Mr. Ladislaw and provided for his mother.""",316
19051215,"""YOUR AUNT""","""I""",043,"POVERTY,1",middlemarch_sent2175_0,NULL,2.8,host a visit,0.65,-0.0375,0.4625,"""I have been led to think about your aunt Julia, and how she was left in poverty only because she married a poor man, an act which was not disgraceful, since he was not unworthy.  It was on that ground, I know, that you educated Mr. Ladislaw and provided for his mother.""",317
19051215,"""SHE""","""POVERTY""",042,"POVERTY,1",middlemarch_sent2175_0,NULL,1.9,make a visit,0.65,-0.0375,0.4625,"""I have been led to think about your aunt Julia, and how she was left in poverty only because she married a poor man, an act which was not disgraceful, since he was not unworthy.  It was on that ground, I know, that you educated Mr. Ladislaw and provided for his mother.""",318
19051218,"""YOU""","""MR. LADISLAW""",046,,middlemarch_sent2178_0,NULL,7.0,engage in negotiation,0.375,0.0238095238095,0.452380952381,"""Mr. Ladislaw has probably been speaking to you on this subject?"" said Mr. Casaubon, with a certain biting quickness not habitual to him.",319
19051218,"""MR. LADISLAW""","""YOU""",046,,middlemarch_sent2178_0,NULL,7.0,engage in negotiation,0.375,0.0238095238095,0.452380952381,"""Mr. Ladislaw has probably been speaking to you on this subject?"" said Mr. Casaubon, with a certain biting quickness not habitual to him.",320
19040519,"""THE LIBRARY""","""HIS CURATE""",062,,middlemarch_sent1600_0,NULL,7.4,cooperate militarily,-0.0916666666667,0.21196969697,0.492121212121,"Mr. Casaubon, who had risen early complaining of palpitation, was in the library giving audience to his curate Mr. Tucker.  By-and-by Celia would come in her quality of bridesmaid as well as sister, and through the next weeks there would be wedding visits received and given; all in continuance of that transitional life understood to correspond with the excitement of bridal felicity, and keeping up the sense of busy ineffectiveness, as of a dream which the dreamer begins to suspect. The duties of her married life, contemplated as so great beforehand, seemed to be shrinking with the furniture and the white vapor-walled landscape.  The clear heights where she expected to walk in full communion had become difficult to see even in her imagination; the delicious repose of the soul on a complete superior had been shaken into uneasy effort and alarmed with dim presentiment.  When would the days begin of that active wifely devotion which was to strengthen her husband's life and exalt her own?  Never perhaps, as she had preconceived them; but somehow--still somehow.  In this solemnly pledged union of her life, duty would present itself in some new form of inspiration and give a new meaning to wifely love.",321
19091108,"""HE""","""THIS WAY""",040,,middlemarch_sent3599_0,NULL,1.0,"consult, not specified below",0.0,0.0861111111111,0.509722222222,"Bulstrode shrank--there was a visible quivering in his face and hands. He was totally unprepared to have his advances met in this way, or to find himself urged into more revelation than he had beforehand set down as needful.  But at that moment he dared not tell a lie, and he felt suddenly uncertain of his ground which he had trodden with some confidence before.",322
